id,retweet_count,favorite_count,retweeted
777885040357281792,1893,7078,False
777684233540206592,3403,12518,False
777641927919427584,4947,0,False
777621514455814149,2910,9742,False
777189768882946048,4999,15921,False
776819012571455488,15839,0,False
776813020089548800,1405,5444,False
776477788987613185,3249,9858,False
776249906839351296,10673,0,False
776218204058357768,18497,33345,False
776201521193218049,2919,10681,False
776113305656188928,5068,13102,False
776088319444877312,179,2045,False
775898661951791106,17621,0,False
775842724423557120,3116,13022,False
775733305207554048,4627,15413,False
775729183532220416,5302,14361,False
775364825476165632,3472,8295,False
775350846108426240,4532,11309,False
775096608509886464,9220,0,False
775085132600442880,5488,17281,False
774757898236878852,2035,9462,False
774639387460112384,2013,7508,False
774314403806253056,6478,24167,False
773985732834758656,4492,11925,False
773922284943896577,1999,7110,False
773704687002451968,1891,7317,False
773670353721753600,1501,5935,False
773547596996571136,7126,24553,False
773336787167145985,5912,0,False
773308824254029826,8640,25846,False
773247561583001600,3699,10414,False
773191612633579521,4736,11117,False
772877495989305348,4501,9555,False
772826264096874500,2669,8842,False
772615324260794368,3914,0,False
772581559778025472,1968,7192,False
772193107915964416,1612,6665,False
772152991789019136,1300,4181,False
772117678702071809,848,4165,False
772114945936949249,546,3005,False
772102971039580160,1065,4448,False
771908950375665664,2181,7298,False
771770456517009408,3924,13356,False
771500966810099713,3018,9167,False
771380798096281600,5912,11746,False
771171053431250945,8705,0,False
771136648247640064,3357,10223,False
771102124360998913,1663,6898,False
771014301343748096,1782,7032,False
770787852854652928,1415,5498,False
770772759874076672,1626,5749,False
770743923962707968,52360,0,False
770655142660169732,2013,8130,False
770414278348247044,2390,6987,False
770293558247038976,1718,6923,False
770093767776997377,3520,0,False
770069151037685760,2651,8385,False
769940425801170949,11131,34948,False
769695466921623552,1926,7101,False
769335591808995329,8830,0,False
769212283578875904,1969,5980,False
768970937022709760,7574,16017,False
768909767477751808,3129,0,False
768855141948723200,1034,4660,False
768609597686943744,1382,4580,False
768596291618299904,1473,5592,False
768554158521745409,6719,0,False
768473857036525572,3958,15110,False
768193404517830656,4080,12157,False
767884188863397888,1634,5309,False
767754930266464257,6221,17814,False
767500508068192258,2688,8295,False
767191397493538821,4406,13643,False
767122157629476866,3261,11227,False
766864461642756096,6521,0,False
766793450729734144,1565,5650,False
766714921925144576,438,2872,False
766693177336135680,918,4484,False
766423258543644672,1825,6671,False
766313316352462849,2166,7493,False
766078092750233600,2970,0,False
766069199026450432,1003,4765,False
766008592277377025,571,4149,False
765719909049503744,2475,8021,False
765669560888528897,1407,5760,False
765395769549590528,3127,20539,False
765371061932261376,2475,7842,False
765222098633691136,3914,12902,False
764857477905154048,2029,7099,False
764259802650378240,1745,6718,False
763956972077010945,61,812,False
763837565564780549,4858,14041,False
763183847194451968,1702,6004,False
763167063695355904,3484,0,False
763103485927849985,2602,8163,False
762699858130116608,4190,13518,False
762471784394268675,7612,12571,False
762464539388485633,4839,11503,False
762316489655476224,1298,5350,False
762035686371364864,17919,35400,False
761976711479193600,2310,5992,False
761750502866649088,4535,0,False
761745352076779520,979,4707,False
761672994376806400,33421,55016,False
761599872357261312,1336,4578,False
761371037149827077,20500,0,False
761334018830917632,1669,5792,False
761292947749015552,1265,4957,False
761227390836215808,1775,5908,False
761004547850530816,3952,12482,False
760893934457552897,1104,4228,False
760656994973933572,2210,7343,False
760641137271070720,1481,5485,False
760539183865880579,4168,8399,False
760521673607086080,1608,4681,False
760290219849637889,13140,29618,False
760252756032651264,995,4338,False
760190180481531904,2079,6334,False
760153949710192640,38,0,False
759943073749200896,2382,6581,False
759923798737051648,6521,16284,False
759846353224826880,2265,7433,False
759793422261743616,2173,6620,False
759566828574212096,24319,0,False
759557299618865152,1341,5202,False
759447681597108224,2827,9418,False
759446261539934208,561,1846,False
759197388317847553,2221,6725,False
759159934323924993,1359,0,False
759099523532779520,4813,16101,False
759047813560868866,2302,7227,False
758854675097526272,1027,3904,False
758828659922702336,4376,12376,False
758740312047005698,1824,6339,False
758474966123810816,1132,4227,False
758467244762497024,2539,5316,False
758405701903519748,2204,5756,False
758355060040593408,1245,3797,False
758099635764359168,11550,21302,False
758041019896193024,433,3001,False
757741869644341248,3710,7613,False
757729163776290825,9299,0,False
757725642876129280,1391,5022,False
757611664640446465,1272,5026,False
757597904299253760,336,0,False
757596066325864448,1219,4808,False
757400162377592832,7759,16743,False
757393109802180609,2009,6462,False
757354760399941633,1637,4995,False
756998049151549440,2271,6923,False
756939218950160384,2295,7342,False
756651752796094464,1511,5612,False
756526248105566208,4169,11506,False
756303284449767430,1231,4359,False
756288534030475264,15071,28519,False
756275833623502848,1738,7114,False
755955933503782912,3285,8092,False
755206590534418437,6148,18212,False
755110668769038337,12621,23446,False
754874841593970688,9193,0,False
754856583969079297,2870,7616,False
754747087846248448,591,2854,False
754482103782404096,2220,5852,False
754449512966619136,846,4147,False
754120377874386944,2670,8655,False
754011816964026368,4079,9726,False
753655901052166144,2492,6458,False
753420520834629632,4071,8731,False
753398408988139520,2186,6384,False
753375668877008896,2655,8411,False
753298634498793472,6620,0,False
753294487569522689,1191,3758,False
753039830821511168,24013,41080,False
753026973505581056,1109,4283,False
752932432744185856,7798,13970,False
752917284578922496,1790,7592,False
752701944171524096,3291,0,False
752682090207055872,1846,6642,False
752660715232722944,1794,4878,False
752568224206688256,2605,6140,False
752519690950500352,3917,8157,False
